text,community_id,community_name,perplexity
* rue new edtwt intro ! they/them 14 any age can interact ! fatphobes dni cmt / like if 'd like 2 be moots ! ! ( also looking for any friends who 'd like 2 help w/ not binging & ; w/ help fasting but not required ! ) * *,7,Eating Disorder,1.8609745211506377e-06
"o gente ela s no tem uma meta bonespo com ossos aparentes , ela no querer ser magra a ponto de marcar os ossos no invalida o t.a dela nao . d qlqr jeito ela ainda quer ser magra thinspo , so nao quer a costela aparente , sla n eh difcil compreender",9,Eating Disorder,1.4119241313892417e-06
i would like to say something to edtwt . you do n't have to want to be deathspo or have all your bones showing to have ana . you do n't need to want a 14 bmi . some people are triggered by a body part they do n't like . some people want to be bmi 17 because they do n't want side effects+,0,Eating Disorder,1.5905193322396372e-06
looking for more 17+ moots ! -formally snownever3ats -was inactive but returned -18 -she/her -not fatphobic i follow back ! ! would love to have more moots + reconnect w old ones / to be moots ! ! ( if this flops pretend never saw this ) edtwt thinspo ricecaketwt,7,Eating Disorder,1.5547614111710573e-06
"eu no entendo qual eh o problema se vc descobrir o edtwt de algum que vc conhea , ficar quieto e simplesmente bloquear e respeitar o espao da pessoa ( principalmente se vc eh das subs , e sabe como isso eh chato )",9,Eating Disorder,1.714465611257765e-06
"so apparently edtwt presentations are a thing ? astre i 'm a he , h:1.70m ( w ? ) new at edtwt very active , looking for nice moots ) english , franais , ( ^^ ' ) wishing you the best ( hateful assholes do n't even try to interact )",7,Eating Disorder,1.5049374724185327e-06
"looking for moots & gt ; :3 bon she/her // 16 -- & gt ; not fatphobic -- & gt ; new to edtwt -- & gt ; my hobbies are volleyball , reading , drawing and watching shows ( boring , i know & gt ; ) -- & gt ; im into kpop and romance manga/webtoon ! !",7,Eating Disorder,2.351518560317345e-06
"so tired of non edtwt getting back on here / like we know its shitty to be on here but its this or we all accidentally harm ourselves because no one makes an0rex1a harm reduction info easily available besides us . yes there are shitty people , we dont have a hivemind , we fight on-",0,Eating Disorder,1.210245613947336e-06
"pfvr faam meanspo cmg eu sou falsa magra , uma preguiosa que prefere s restringir comida de vdd pra cair na compulso de doces dps , e agora to assim , preciso emagrecer de verdade , recuperar meu metabolismo que ta todo f0dido",9,Eating Disorder,1.4437014215218369e-06
high res works im so pissed i did n't do this earlier i finally hit the 50 kgs range today i could n't even do that on low-mid res im mad ( yes snow i know it technically low res not high res but i can not change im afraid ive been on edtwt too long ),0,Eating Disorder,1.364268314318906e-06
new intro ! ! ! shtwt/edtwt im super cool and sexy plz be friends with me im in love with my best friend so ill probably post about that a lot im a lover not a fighter plz retweet and reply to be moots ) ) ),7,Eating Disorder,1.2139840919189735e-06
"dzisiejsze ed zakupy i przysza mi waga kuchenna dziaa idealnie co do 1g , a kupiam j tylko za 35zl z dostaw ! ! jak skocz fasta to od razu zjem tego batona kocham je serio !",0,Eating Disorder,1.925508968270151e-06
"mejor de una bloqueo a los k no respetan los dni , literal el perfil tena shtwt y edtwt dni en su nombre y un tuit no tan viejo que deca k no le siguieran los de esos subtwt , y un exmutual le segua ? ? ok",8,Eating Disorder,1.6488610299347783e-06
i think it time we have a little chat . i put on my bio that i interact with all types of 'spo . that includes fatspo . a lot of people have labeled me as fatph0b ! c because of it but i wan na make something very clear . you do n't get fat without disordered eating .,0,Eating Disorder,1.239847620126966e-06
"heyy i 'm new on and i 'm looking for a wl/ed buddy some things about me my names is jay , i have ednos/ana ( not sure ) my wl stats are in my bio . i 'm looking for someone to do high/mid restriction diets with and motivate each other if interested add my snap jay0loves_frogs",0,Eating Disorder,1.6100707398436498e-06
"i used to always feel skinny ( ish ) because it was the smallest id ever been , and while im nowhere near my hw i still feel huge because ive gained since hitting my lw , in my head i feel like i still look like my hw even tho i know its not true",0,Eating Disorder,1.2123122132834396e-06
"this is embarrassing to post , but i really want to share it somewhere . purging ruins your body , no sucking in or flexing in these . i became skinny fat and was slowly gaining weight due to purging for two months straight . if youre on edtwt and thinking abt purging dont !",0,Eating Disorder,1.9717574559763307e-06
"apaguei os tweets sobre sexualidade pq to enchendo meu saco com coisas que na vdd n vo mudar nada na vida de pessoas mogai , a gente vai ser sempre invalidado . n quero render discusso , ganhei meanspo de graa e td mais , s quero deixar claro que sou mogai e apoio , se vc quiser+",9,Eating Disorder,1.3607184428110486e-06
"hello ! ! you can call me by my , badubap , or by my actual name , adele ! ! ~ shtwt and edtwt ~ what i have i just know something is def wrong with me ! ! ~ pjsk , tbhk , genshin ! ! and other animes ~ ace aro ~ basic dni criteria , racist fatphobe etc like or to be moots d",0,Eating Disorder,1.4662504099760554e-06
"cara , descobri essa comunidade que parece que se chama edtwt . basicamente pessoas que `` praticam '' anorexia , do dicas e ficam dias sem comer . vi uma mina que ficou 15 dias sem comer , s a base de gua , 33kg e tem 16 anos . e muita gente acha isso legal . doentio",9,Eating Disorder,1.290491013605788e-06
"new to edtwt and im in need of moots ! ! spedtwt + 988twt 13 , he/she , flanders bulimic bsd + sp enjoyer gw 35kg ugw 20kg / to be mutuals ! ! spedtwt , edtwt , shtwt , 988twt , bsdedtwt",7,Eating Disorder,2.5207020826201187e-06
"i had a really bad nightmare that my sister was in a fatspo and everyone was tearing her apart and i was literally having a mental breakdown cuz i had no idea what to do- i didnt wan na the op and say thats my sister , please take it down cuz it was embarrassing",0,Eating Disorder,1.8725997961155368e-06
"( * ) * . edtwt intro not new just looking for moots ! ! 17 , she/he wasian & ; enby 160cm / 53 hw69 cw45 ugw35 my interests jfashion , sp , vocaioid , nso , horror , cats , numetal ++ / to be moots or friends ! !",7,Eating Disorder,1.652082914915809e-06
hii i 'm avery and i 'm looking for new moots on ! ~ relapsed ; ( eng/ru ( i know greek too ! ! ) love kp0p girl groups + rhythm games and more ! ( check pinned ) dni fatphobic/anti-recovery/trigger warnings on food interact with this if wan na be moots !,0,Eating Disorder,1.6100707398436498e-06
"foods from pinterest id eat , if i wasnt picky tags ; edtwt , anatwt , 3dtwt , ricecaketwt , thinspo , bonespo , deathspo , smallspo , anatwt , mascspo , altspo , dollspo , meanspo , sweetspo , egospo , mealspo , miatwt",0,Eating Disorder,1.347092620562762e-06
"-- -quick intro & lt ; 3 -- i 'm mychq i 'm 15 i was active on tumblr but my mom made me go on recovery . happily i 'm back , this time also on twitter sw 50 kg/110lbs || cw 48.3kg/106lbs || gw 45kg/99lbs|| ugw 40kg/88lbs || h 172cm/5 ' 7 ''",7,Eating Disorder,1.7839969359556562e-06
"im convinced half of the anti fatphobes on edtwt are only anti fatphobic because they want an excuse to call people slurs if you truly cared about being a good person or wtv , you would not be pulling out every slur known to man just someone said being fat is gross",0,Eating Disorder,1.5662175201214268e-06
hey guys i 'm in semi recovery ( only posts the most triggering ed posts and intake limit is -100 cals a day ) edtwt is just sooo toxic ( i bully minors for being fat ) and i wan na be healthier ( my organs are actually on the verge rn ) how all sound,7,Eating Disorder,2.594737452454865e-06
"this fatspo post really doesnt want to fucking post huh ? the first time was of `` video file error '' so i took everything to my phone , and screen recordedt hings but even with screen recordings twitter said `` we cant post this tweet an error occured '' ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ?",0,Eating Disorder,1.714465611257765e-06
"new pinned , looking for moots 21 , he/him , trans , uk , ed ana , bpd anime , horror , genshin , , , basic dni criteria , 18+ or to be moots edtwt bpdtwt venttwt mentallyilltwt shtwt ricecaketwt",0,Eating Disorder,1.4627253221988212e-06
"im sorry but if you are a gore acc , please do n't follow me , i do not want to see any of that , shtwt amd 988twt is fine and edtwt , but not gore , i cant stand gore , i almost had a panic attack , so please if you are a gore acc do not follow me .",0,Eating Disorder,1.5715964991613871e-06
fasting makes me feel so gloriously stealthy & ; villainous . like im getting away with a crime right beneath your noses ! oh if only you knew that i havent eaten for 50 hours & ; wont for 70 more ! that sneaky superiority complex creeping in is what makes the pain worth it .,0,Eating Disorder,3.023187218786916e-06
"not new to edtwt , just relapsed again , and dont know anyone on here anymore , so im looking for moots ) ) -goal bmi 15 -2004 -scandinavia -autism -hw 60kg / 132lbs -lw 43.7kg / 96.1lbs -160cm / 52 interact to be moots )",0,Eating Disorder,1.342309246865625e-06
no se pke se me lleno el tw de gordofobiques ctm tengo lleno de fatspo y de vdd ? ? ? q les importa ctm en q te afecta q la gente sea gorda y q quiera ser tratada como gente wn aaaa ls odio,0,Eating Disorder,2.089037934638327e-06
question for my ftm moots or anyone on edtwt in general is there a way to get bottom growth without being on t ? i ca n't start t due to health issues and plus i do n't want a shit ton of body hair so like it there something else i can do ?,0,Eating Disorder,1.252629886039358e-06
"hi ! ! for anyone who wanted a strict edtwt gc , here it is . i made one of these a year ago and im bringing it back welcome to stricted ( volume 2 ! ! ) . theres a few rules to follow , but the main goal is to have fun and meet new people & lt ; 3 ( comment to join , might be selective )",0,Eating Disorder,3.023187218786916e-06
minha me ia ser um terr9r aqui no ed ela ia meter em meanspo em obeso mais ia ser bp com ela mesma ia indicar as dietas dela e laxantes que ela usa e ia incentivar todo mundo a cortar o carboidrato e umas caralhada de coisa duvidosa,9,Eating Disorder,1.6177496036107186e-06
"introduction ! ! ___________________________ call me jinx or kai ; minor ( 14 ) ; xe/he/it + others ; new to shtwt + 988twt + edtwt ! ! basic dni homophobes , racists , transphobes , etc ; looking for edtwt/shtwt moots & lt ; 33",0,Eating Disorder,1.769084292391199e-06
"18 years old cw in my location ugw 42kg i interact mostly with edtwt and sometimes with shtwt but wont post/rt sh pics . not fatphobic , why tf would i care about anyone elses body . i follow almost everyone back so tell if im following asshats .",0,Eating Disorder,2.031114490819164e-06
q insoportables son las de edtwt q critican cuerpos de cualquier mina q ven por tt . q ustedes sean enfermas no les da derecho a quemar a una persona q no tiene nada que ver con la comunidad,8,Eating Disorder,1.9188728401786648e-06
"oi oi ed voltando pra dieta hj n vou contar calorias , so vou fzr 3 refeies com alimentos nos parmetros do edtwt o caf da manh foi cafe com leite sem lactose e 2 bananas com canela vou almoar ovo mexido",9,Eating Disorder,1.752602315718832e-06
"hola val , no t xansas de tener q ser la nutriologa de medio edtwt hispano ? dios estas q se la pasan pregunt kssjks ayuds no me considero as pero me ayuda a entretenerme un rato",8,Eating Disorder,1.3586229670181638e-06
"a veces me pregunto si alguien q conozco esta en edtwt y luego me quedo de hmm pq no van a saber q soy yo pq no uso mi death name ( a menos q sea algn virtualito , ah ya vali v )",0,Eating Disorder,1.6071238633230678e-06
"making an xyz d1et edtwt gc to keep each other motivated and accountable ! ! 18+ only no fatphobes/racists/bigots not rlly strict , but will have some rules ( will post below if this tweet doesnt flop ) comment to join ! tags ricecaketwt 54twt 3dtwt thinsp0 sweetsp0",0,Eating Disorder,1.3647328387378366e-06
"hi hello welcome to my pinned call me voiden or anomaly 19 yrs old , obsessive asf bpd , dpd , ana , osdd-1b major true crime hyperfix trans + nb , xe/vir/warp/void edtwt & ; shtwt + more under my belt i will never tw anything ! ! ! ! !",0,Eating Disorder,1.8245467572342024e-06
( from when i was in recovery ) told my bsf i was struggling real bad w/ ed and genuinely havent ate in days- i was on a water fast and she pulled the same i have ate like anything in like 3 days literally shut up . edtwt how do you even respond to that .,0,Eating Disorder,1.3763301467406563e-06
o edblr se curou do t.a ? ? cade as thinspo as bonespo parece infiltrado tipo eu sei q nem todo mundo quer ser bonespo mas l ? ? tipo l tao estrito e elas querem ter esses coxao q isso gente,9,Eating Disorder,1.8245467572342024e-06
"fun thing is that these three specific friends i have , r the definition of thinspo , averagspo and fatspo with me . friend is thinspo , she has a thigh gap and a tiny waist , friend doesnt have a thigh gap but shes skinny and her figure is good , im the fatspo",0,Eating Disorder,1.227071834364324e-06
for pinned & lt ; 3 -i go by south -ive been on edtwt for a few years but had to make a new acct i lost my password ( -not pro -they/them -17 -height~5 ' 3.5 -weight~64.6 lbs -bmi 11.3 -if you 're not edtwt plz do n't interact ! !,0,Eating Disorder,1.8897144400398247e-06
"hello ! ( ) im marnie and im new to looking for moots & lt ; 3 she/her lesbian 14 latina fan of vocaloid , pjsk , yttd , vnc , honkai impact and more non edtwt dni , basic dni ( homophobic , racist etc ) , fatphobes dni to be moots !",7,Eating Disorder,1.8808776758305608e-06
"hii ! ! not new but lurked for a while abt me my name is mika , i use he/they/mew pronouns and my neos switch from time to time ( trans p ) 18 anyone is welcome ] just do n't be an asshole , fatphobic , racist , any dni basic criteria rly and were good ! !",0,Eating Disorder,2.167643060602132e-06
"edtwt intro & lt ; 3 -new to edtwt -15 -cw , 100-106lbs -gw , 95lbs -looking for people to help inspire me / and help encourage me to lose my weight ! ) -i interact with fatspo etc follow or like my posts to be moots & lt ; 33",0,Eating Disorder,1.3763301467406563e-06
quando eu era criana eu era bem fanzoca de hq e qnd era adolescente de serie n basicamente eu queria ser a elektr4 tanto na hq qnt na serie de dar3d3vil kkkkwkekwagr percebi q ela assim nova thinspo e motivao p me matar d treinar boxe/muay thai tb e atriz tb mds & gt ; & gt ; & gt ;,9,Eating Disorder,1.5031846487545408e-06
funan a que usualmente publica cosas de edtwt y shtwt por `` crearse '' una cuenta nsfw con al rededor de 12-13 aos . no s qu tan cierto sea pq tiene candado pero de ser cierto no difundan las imgenes porque claramente es menor de edad,8,Eating Disorder,2.7781218250311213e-06
"please even if your ed makes you feel that way do n't feel guilty about genuinely liking food and cooking . edtwt associates `` foodies '' with `` obese people binging on fast food and sugar '' but baking with family , trying food from different cultures etc are all part of enjoying food",0,Eating Disorder,2.1369939986470854e-06
"no sou nova no edtwt , apenas desisti do recovery depois de meses desativada costumava ser ~kcaldiary . not new on edtwt , i just give up on recovery after months being deactivated used to be ~kcaldiary .",0,Eating Disorder,1.3638065183840808e-06
"doing an intro since everyone has one he/him 17 & gt ; edtwt , i sometimes interact with shtwt but i dont post sh & gt ; i like pokemon , radiohead , zelda , vocaloid , cats , garfield , collecting things & gt ; i want to make moots but im rly awkward and introverted",0,Eating Disorder,1.8609745211506377e-06
"meu maior thinspo meu irmo , ele o nico magrinho com metabolismo rpido , as costelas dele aparece super fcil sem nem esforo , as costas dele super amostra e o pulso dele super fino",9,Eating Disorder,1.2229746744196746e-06
"hi ! ! i 'm new to edtwt ] * call me orchid ! * i 'm 16 * they/she/it/he ( i 'm nonbinary ) * 5 ' 3 , 160cm * cw 158lbs , 71kg * gw 140lbs , 63kg * ugw 110lbs , 49kg * i 'll probably just vent/rant alot on here & ; use this to track my progress",0,Eating Disorder,1.487119220655586e-06
as vezes io qria volta pra mia fase anamia proana foto da cassie assistir to the bone pra me inspirar todo dia ler blogs antigos d borboletanas io era cringe + hiperfocada e emagreci horrores nessa epoca vamo volta a ser cringe,9,Eating Disorder,1.8338079144086803e-06
im getting a lot of new moots ( yay ) so lem me do a lil intro & lt ; 33 im aliya english isnt my first language so be patient if i write anything wrong . i try to not post mean comments but i do like & ; sometimes fatspo/ allspo ! i love interacting w on here ! +,0,Eating Disorder,1.5872024050622713e-06
"wieiad videos from the clock app a for edtwt / appreciated . . . ( . . ) [ 3dtwt , 3d+w+ , mealspo , mealsp0 , thinspo , thinsp0 , ricecaketwt , calzonetwt , app , wieiad ]",0,Eating Disorder,2.277651219628752e-06
"ver a sunghoon patinando es mi aktividad fav del da , m encnata lo bonito que patina ? ! & ; ( 2 se mueve tan delicado , adems de k se ve thinspo aaa sus piernas son tan largas y delgadas , ni hablar de su cintura , en las presentaciones de patinaje se le ve tan delgaditaaa",8,Eating Disorder,1.7595675672055222e-06
"no me aprendo an los subtwt de los dems admins de memoria , pero la mayora est en ed/sh , yo soy shtwt only pero interactuo mucho con edtwt , por eso aveces no respondo ccs de edtwt",8,Eating Disorder,1.8338079144086803e-06
no voy a mentirles me encanta interactuar ( medi los hago por que soy un miedoso de mierda ) con puros chicos ac en edtwt me siento como si furamos un grupo ( ni me topan ) los amo mucho,8,Eating Disorder,1.826682932914992e-06
edtwt snack & lt ; 3 1. rip up quest bar into a couple chunks 2. put in a bowl with a teeeeny dash of milk 3. microwave ( i do 15 seconds ) so yummy ! ! this one is cookie dough and it literally just tastes like real cookie dough- without the milk its still kinda hard ),0,Eating Disorder,1.3638065183840808e-06
"hello guys , over past months i gained some weight . i rly hate it and hate the way i look rn . height 170cm/5.6 inch . cw 58kg/128 pounds . wg 50kg/110 pounds . uwg 45kg/99 pound.does anybody have any advice in loosing weight ? ) edtwt , ricecaketwt , anatwt , thinspo , ana , mia proana",0,Eating Disorder,2.2067711142881308e-06
"looking for edtwt moots ! age 18 gw 35kg cw 43kg ugw 30kg dnfi if recovering ! and good luck ! haes anti , but not fatphobic ! / to be mutuals & lt ; 3 edtwt shtwt miatwt",7,Eating Disorder,1.4591362287319498e-06
"i do n't want to offend anybody with this tweet . regardlessly , i am so scared of the fact that my ed is just never going to go away . i 've seem older people on edtwt and the thought just haunts me .. i 'm just going to be here forever are n't i ? ? ?",0,Eating Disorder,1.3122366908646654e-06
"* edtwt intro * hiii im lizzie ! ! lets be besties & lt ; 3 & gt ; 19 , she/her , lesbian & gt ; bulimic ( 3 years now ) & gt ; i love fruits and veggies & gt ; walking + music = good time & gt ; +16 only please ! ! / to be moots + friends ! !",7,Eating Disorder,1.95271491065796e-06
just a quick intro to my acct i dont have time to fully set it up rn * im callie ( not my real name ) * 19 * part time + college student * 100 % pro recovery + not fatphobic * i build computers and write for fun ! * not rlly new to edtwt i used to lurk * looking for mutuals ! ),7,Eating Disorder,1.2758115417454974e-06
"minha mae acabou d me dar o maior meanspo da vida cheguei nela e falei q ia cochilar , ai ela riu e disse q eu tinha acordado faz pouco tempo , ai eu respondi q tava em fase de crescimento e ela fala `` da pana ? '' nmrl",9,Eating Disorder,2.2069709757488454e-06
"gm edtwt ! ! i lost one lb ! ik thats not a lot , but ive never been able to lose weight easily . ive been getting 10-12k steps a day , went to the gym twice , and have been in a calorie deficit of 1000 cals or less for 3 days . feeling good !",7,Eating Disorder,1.5870359675318468e-06
"local kpop stans getting onto meanspo ( but the second the tiktoks say `` sitting on your fat ass all day and crying looking at girls prettier , richer and more loved than you . jealous are n't you ? but you 're responsible for your own misery so get your crusty ass up '' )",0,Eating Disorder,1.744075575516035e-06
"looking for moots ! ellie ( she/her 18 ) not new to edtwt , just new acc sw 166 lbs cw 147 lbs/ bmi 23.9 gw 140 lbs ugw 120 lbs 56 interests sanrio , baking , drawing , painting , cooking , fashion [ & ; to be moots ! ]",0,Eating Disorder,1.5159049553403747e-06
theres no way some of you get mad at for not sharing any tips ( they do n't want to for whatever reason and that their choice ) like we 're on edtwt literally what else you wan na hear at the end of the day we all do the same shit all over again,0,Eating Disorder,1.8020195966528263e-06
edtwt i need help ! ! tomorrow im going to a doctor that could prescribe me some appetite meds without knowing about my ving but heres the thing . my mums going with me and theres no way she lets me go there alone so how do i explain to them that i lost 6kg in a month ?,0,Eating Disorder,1.7852358951131464e-06
"so many people have stopped purging thanks to edtwt and i 'm in the same case , if i did n't come on here i would 've started doing it , but i got so much info on how harmful it is for your teeth and digestive system that it convinced me to never ever purge",0,Eating Disorder,1.824877244871459e-06
"it happening ahhhh edtwt hw 99kg , 29th august 2022 cw 88kg , 18th december 2022 i have n't seen a difference before now i love ittttt edtwt what ugw ? edtwt thinspo meanspo sweetspo caloriedeficit weightloss proana ana",0,Eating Disorder,1.2795926522812806e-06
hi ! ! not new to but looking for moots ! ! what to write as my name yet ? ? not fatphobic i love making new friends n meeting n stuff might interact with shtwt but no gore aaahhhh i dunno i love cats oh yeah i 'm 15 but idc a lot about age ? ?,0,Eating Disorder,1.389412659591471e-06
( ) clock app fatspo [ w/ some commentary ] [ ] f4tsp0 fatspo pigspo bigspo chubspo ricecaketwt edtwt fatphobic allspo lemonwatertwt reversethinspo 3dtwt edtwt fatsp0 chubsp0 pigsp0 f4tsp0 + appreciated !,0,Eating Disorder,1.412140818501939e-06
guys this is not edtwt related at all but i made my bf an art piece out of rocks n snail shells we found on a vacation je took me on right after he met me .. he bought me the entire line of snail mucus skin care ( and many other things ) . our minds r so connected i love him,0,Eating Disorder,1.3763301467406563e-06
scarespo ; a about the food industry for edtwt ; edtwt medicaledtwt ricecaketwt fatspo thinspo appetite supressant averagespo grosspo vomitspo miatwt anatwt proana promia kgs lbs kilograms pounds meanspo sweetspo,0,Eating Disorder,1.2580147767948802e-06
"eu nao entendo gente que diz que ta de recovery , mas que continua interagindo com o edtwt , e quando algum do ed interage com a pessoa , ela reclama que ta de recovery e mimimi vsf porra se ta de recovery sai do ed",9,Eating Disorder,2.181390073019429e-06
"[ edtwt ] [ ricecaketwt ] tw bodycheck i 'm sorry i 've been missing for a while .. in recent days , my attitude towards myself is only getting worse .. i feel huge and fat again , and every minute this feeling is only getting stronger . i 'm really tired .",0,Eating Disorder,1.8017000229519908e-06
ew there are adults on edtwt ? thats so gross . ( i am going to be an adult in 32 days i have done nothing with my life what am i supposed to do my whole life is crumbling around me i have no plans for the future i havent prepared in any way ive self-sabotaged again ),0,Eating Disorder,1.7454616454415373e-06
"edtwt help me out ! ! were having my little brothers new gf over tm ! ! shes very clearly disordered and my parents dont really know what to have for her . so im asking if you were a 14-yr-old in this environment , what non-obvious safe foods would make you a little more comfy ?",0,Eating Disorder,1.2659604635700816e-06
i just want to delete the bodycheck from before i went to my bf im embarrassed and hate myself for eating sm i feel like a whale and like i dont deserve to be on edtwt rn at least we finally stopped and ate more healthier today i even did some sport and walked 9k,0,Eating Disorder,1.388513169331418e-06
"edtwt those of you that got diagnosed by a psychiatrist , how did the meeting go ? ? how long was it ? what did they ask ? i want to make an appointment to get a reevaluation about being bulimic and see what they can do for my meds but im terrified to make the appointment",0,Eating Disorder,1.409011815667327e-06
"updated pinned post ! ! ! my name is alex ) ) ~he/him ( ftm ) ~56 ~18 ! ! ~edtwt & ; shtwt ~bpd , anxiety , depression , 4na ~adhd+autism ) ~st0n3r ~tws for ed stuff ofc and mentions of sh ( no pics ) also maybe some slight nsfw stuff i luv new moots ! ! ! plz interact ! !",0,Eating Disorder,1.4282268239185214e-06
"zmieni sobie profil i nick , bo zauwayam se moja edtwt i shtwt dni przyjacika zacza szuka twittera swoich znajomych , a ja mam taki nick na 3/4 kont spoecznociowych xd",0,Eating Disorder,2.277651219628752e-06
"tengo una amiga que estoy seguro que es de edtwt , pero as fijo , a veces hasta nos decimos cosas cmo `` el otro da vi en shtwt '' o as , y literal tiene problemas con la comida . gwen , si ves esto , no s , seamos mutuals",8,Eating Disorder,1.606795876796241e-06
"au j1kook donde jm cree que su compaero de trabajo lo sigui en su cuenta trasto y los intentos de que doxxeen a jm le harn la vida imposible . de todos modos , sospecha de que jm es bulmico sin siquiera ver su cuenta de twt . au slo para edtwt",8,Eating Disorder,1.611932816558692e-06
"now that i do n't want to get better people want to help me and when o was fucking screaming for help cause i could n't take it anymore no one did anything , if i got help 3 years ago i would n't have the need to be in the edtwt or the shtwt",0,Eating Disorder,1.3695831739823916e-06
"wan na hear something funny in high school tons of people found my acc this other girl , who is now a model , had an edtwt acc and they found hers it got super popular and she followed me so yeah she deleted her whole acc then there was me just preemptively blocking irls",0,Eating Disorder,1.4547192677127896e-06
"hey edtwt comment good bonespo , ribspo and thinspo plssss tags ed thinspo thinsp0 meanspo meansp0 edtwt anatwt calories cals thinsp0 chubspo fatspo diet weight loss eedeetwt ricecaketwt 3dtwt 3d+w+ bonesp0 ribsp0",0,Eating Disorder,1.936410626512952e-06
lembram hoje a 3 minutos atrs quando eu falei que namorado proana era mto ruim ? ento meu namorado acabou de falar q tava curioso pra me ver magricela e agora eu super estou romantizando namorado proana um bom beijo a todos,9,Eating Disorder,1.9814995084743714e-06
cutely hving a insecurity relapse my bdy dysmorphia and low appetite is cming bck ! ! was thinking abt weighing myself rcntly but now i wont of this stupid shit ^^ depressiontwt edtwt ( ? ) bodytwt bodydysmorphiatwt dysmorphiatwt,0,Eating Disorder,1.3850270761395225e-06
hello im blade ! not new to edtwt or shtwt just looking for more mooties/friends & lt ; 3 ive been doing sh for about 4 years ! ive had an eating disorder almost my whole life what else to say but follow me i follow back & lt ; 3 988twt ricecaketwt redinktwt,0,Eating Disorder,1.2728256706395769e-06
"more im on edtwt the meaner i am to my friends w my humour now , like we already were mean as jokes 2 eachother but i joked `` girl this is why nobody likes and have 0 friends '' and she started fucking crying so hard holy shit i need to get off this place",0,Eating Disorder,1.91522553905088e-06
im stuck at 98-95lbs and i need start losing every day again or im gon na commit wtf do i do +++ tags edtwt anatwt ricecaketwt dietcoke mia endos thinspo lowcaltwt meanspo foodspo 3dtwt,0,Eating Disorder,1.573221993567131e-06
"the actual intro post , not new to edtwt or shtwt but relapsing on a new acc ellie or eli 20 he/they shtwt ( tagged ) and edtwt some nsfw vents ( tagged ) 18+ mutuals pref for above reasons but like . do whatever no fatspo or for mutuals",0,Eating Disorder,1.4590624459742685e-06
"edtwt help but tmi im 9 days binge free and i havent pooped yet . ive lost over 2kg , with an avg of 950 cals a day , a vegan diet healthy with 20 % protein ( rn aiming for more ) where does the food go ? im not pooping but im not bloated or gaining help ?",0,Eating Disorder,1.7127006231021369e-06
"hi ! new intro ) im relatively new to edtwt but not new to eds . aimee , they/she ~im fem nonbinary | asexual ! ~ gw 58kg ~dni if fatphobic & ; homophobic~ 55 im looking for mutuals ! like or interact ( ? ) so we can be mutuals ) )",7,Eating Disorder,2.1779333110316657e-06
