text,community_id,community_name,perplexity
"48 years old . lifetime steroids and drugs free ! no keto , shmitto and mumbojitto fad diets ! eating complex carbs , veggies , fruits , yogurt and of course ton of animal protein as well as vegan protein powder and following my calorie intake zones from my metabolic testing",6,Weight Loss Drugs,1.6786996184237069e-06
"1.01 with on why women over 40 cant ! gabrielle ohare has answers to a perennial problem with no single cause , and that most women face in later life .",3,Weight Loss Drugs,1.1939689514850469e-10
"i have never seen a healthy vegan . because whenever one is in front of me , i close my eyes .",19,Weight Loss Drugs,1.547489701722441e-15
"visit our new eating disorder webinars , designed for dietitians , oral health teams and community pharmacy teams . access the training here",6,Weight Loss Drugs,3.2225738462281217e-13
"the ozempic discourse is really bringing my brain back to being an 8-year old sent to weight watchers and later a teenager put on diet shakes and phentermine ( remember fenfen ? ) pills , forced to spend her time after school at the gym and , reader , i think we all deserve better .",3,Weight Loss Drugs,2.3589466309204e-06
a couple journal a year of connecting one question a day to ignite meaniful connections,6,Weight Loss Drugs,1.010392717180427e-20
"on the occasion of , ndmc has decided to distribute sanitary napkins to all women safai sewaks of every month . these sanitary napkins would be made of biodegradable material to minimise the impact on the environment .",6,Weight Loss Drugs,8.001489959497121e-08
the next ozempic became a social media sensation . then everything changed,3,Weight Loss Drugs,1.0924094539541732e-24
"en personas sin diabetes o sin intolerancia puede causar reacciones adversas como problemas gastrointestinales entre las cuales figuran nuseas , diarrea y vmitos , indic el director del isp , heriberto garca .",3,Weight Loss Drugs,2.351518560317345e-06
cardiologist dr steven lome has begun doing facebook lives and we 're adding those events and other content to our youtube channel . check them out ! ! !,6,Weight Loss Drugs,7.884728460416657e-12
"a new study has found that a zero-calorie sweetener that is popular in ketogenic diets has been linked to strokes , heart attacks , blood clots and death .",3,Weight Loss Drugs,4.948391696402155e-10
"what factors are associated w/ short- vs. long-term success ? adherence and diet quality short-term weight loss protein biomarkers , gut microbiome long-term weight loss hlc diet may be better for those w/ baseline rq",6,Weight Loss Drugs,3.798882630690059e-08
"struggling to find really good beginner keto recipes ? as you know i 've recently lost 50 lbs and i want to share the recipes i 've found , you can have them for free . hit the link below",3,Weight Loss Drugs,9.887981100575873e-09
"`` consumption of foods a low gi also helps one lipid profile by lowering levels of cholesterol , which is also linked to the risk of cardiovascular diseases . '' says the expert",3,Weight Loss Drugs,2.372666230154863e-10
this week is . important read from on why transgender people are more likely to develop an .,6,Weight Loss Drugs,1.9459863350010395e-20
want to get those extra holiday pounds off ? nutrition & ; fitness expert helps us know what foods to eat for health & ; body composition . watch entire episode,6,Weight Loss Drugs,3.823007448805482e-12
average dalit woman dies 14.6 years earlier than a woman from higher caste read more,6,Weight Loss Drugs,6.231338316234635e-20
"these are some of the questions i wrote about this year in my newsletter on and all that affects it ( food , exercise , weight change , celebrity culture , & ; more ) body type come join the conversation",3,Weight Loss Drugs,1.736155330611666e-09
multimodality imaging approach to left ventricular dysfunction in | european heart journal cardiovascular imaging,6,Weight Loss Drugs,2.811107912794285e-19
"mangosteen is effective against inflammatory conditions like diabetes , constipation , skin diseases , and potentially arthritis . its antioxidant activity may help fight cancer . try our mangosteen powder !",6,Weight Loss Drugs,1.706854102501154e-09
procrastination solutions for college students the underground playbook for,6,Weight Loss Drugs,1.7196160087271154e-26
"say goodbye to risky weight loss products like instead , in 2023 , there are amazing all-natural options , such as slimmy , that can help you bid farewell to those pesky pounds once and for all !",3,Weight Loss Drugs,5.441853190291113e-09
the therapeutic goods administration ( tga ) is warning people about online . the tga warning is an important reminder to only obtain these products from an australian pharmacy and when dispensed on a valid doctors prescription .,19,Weight Loss Drugs,4.9750155106664814e-09
"im at the heaviest weight i been in my life . and i just started ozempic . lets see what happens . aku tak ikut hollywood celebrities , aku ikut . didnt even know it was a hollywood trend until i googled it yesterday .",6,Weight Loss Drugs,2.001251147021321e-07
download zyephr and monitor your overall health with its personalized features ! . . .,6,Weight Loss Drugs,2.0577098721764265e-19
new year ! new beginning ! please listen to & ; share ft & ; sharing tips & ; advice for healthy for people living with,6,Weight Loss Drugs,2.3788647579028006e-14
"the popular artificial sweetener erythritol , which is used as a sugar substitute in many low-calorie , low-carb and keto products , has been linked to heightened risk of heart attack , stroke and death , according to a study published in nature medicine . ~wapo",3,Weight Loss Drugs,2.047499492618954e-06
this article about ozempic has been making the rounds today and im not gon na link to it because its very triggering but its triggering most reporters do not know how to write about eating disorders . and i cant believe im still shocked by that !,3,Weight Loss Drugs,1.4603048725803094e-07
there a special place in hell for everyone taking ozempic without a medically valid reason,3,Weight Loss Drugs,3.999505503399119e-20
"if you are a caregiver , parent or friend wondering how to support a loved one with an , please check out my work at friends and family webinar tomorrow ( sunday ) 10 am-noon mst",6,Weight Loss Drugs,3.3652496345126792e-09
hitting gym already ..... work out and keep fit,3,Weight Loss Drugs,8.449338162914616e-27
ph2 bimagrumab +/- semaglutide this combo raises so many interesting questions ! ! !,6,Weight Loss Drugs,1.4353418830554375e-14
"the search for obesity drugs has been elusive , until recently . the fda has approved wegovy and tirzepatide to achieve significant weight loss . the drugs were serendipitously discovered while improving glucose regulation .",6,Weight Loss Drugs,2.743301807939247e-09
los riesgos de informarse sobre medicamentos para la prdida de peso como ozempic en tiktok,6,Weight Loss Drugs,1.0121695148690437e-12
"hot take keto isnt healthy . at least , not inherently . let us explain . ketosis is simply a metabolic state . its what you fuel your body with that makes any way of eating healthy or not -- and not all fat is a good source of fuel for your body .",19,Weight Loss Drugs,5.927431061536481e-07
there is a shortage of a type 2 medication because it is now also widely prescribed for weight loss . find out how a global shortage has impacted the people who need it for their blood sugar .,6,Weight Loss Drugs,3.585780838921693e-10
"given the extensive economic burden of obesity in the us , it is critical to identify potential scalable delivered lifestyle interventions that can treat obesity . utilizing health coaches in the primary care is a game changer .",6,Weight Loss Drugs,2.610820448722961e-09
"the has approved a new indication for once-weekly semaglutide 2.4 mg , clearing the medication for use among adolescents with along with a reduced calorie meal plan and increased physical activity .",6,Weight Loss Drugs,2.3866650877835127e-09
i think if i took ozempic i would just disappear im already so skinny and petite,3,Weight Loss Drugs,4.418124486188587e-20
frustrated with all the confusing nutrition advice on covid19 or long-covid ? obesity ? metabolic health ? supplements ? fasting ? keto ? our review is published & ; we cover it all ! check it out tell us what you think & ; send your questions !,6,Weight Loss Drugs,3.776406174438307e-07
so many in medicine and pseudo medicine are trying to get in on the ozempic for weight loss bonanza . by,3,Weight Loss Drugs,1.1145512571065076e-15
weight loss doctors to follow on tiktok . great weight loss mindset coach !,6,Weight Loss Drugs,2.4160875366197735e-21
what do doctors and the pharmaceutical company that makes ozempic say about the drugs off-label usage ? dr. janice jin hwang told the new york times that the drug had not been tested in people with lower body weights .,3,Weight Loss Drugs,2.0513732934546173e-08
i wish i needed motivation to eat just like i need it to workout .,3,Weight Loss Drugs,2.179531015488469e-23
my doctor just called me about the ozempic situation . she said i will have mine because she going to get samples for me tomorrow from the drug rep. she also going to change my dosage if needed . there no shortage on the high dosage of ozempic .,3,Weight Loss Drugs,3.990243726548215e-07
post hoc analysis of sustain 6 and pioneer 6 trials suggests that people with type 2 diabetes at high risk treated with experience more stable compared with placebo,6,Weight Loss Drugs,8.47085964740535e-13
"amazon deal found quest nutrition mint chocolate chunk protein bars , high protein , low carb , gluten free , keto friendly , 12 count price $ 10.59 clip coupon",3,Weight Loss Drugs,1.6420784176851555e-10
`` '' gharachedaghi shades kyle richards after she denies using ozempic for weight loss as kelly dodd slams over comment,3,Weight Loss Drugs,6.893590516129924e-14
"compounded is just repackaged or that may be diluted or blended with other ingredients , such as b vitamins or other peptides in formulations that have n't undergone rigorous testing .",6,Weight Loss Drugs,1.2700724916214767e-09
"rhobhs kyle richards shades melissa gorga for assuming shes using ozempic for weight loss , reacts to elitist claim as shes accused of taking drug from diabetics",3,Weight Loss Drugs,7.689975323188492e-10
"without a long-term approach to weight loss , you may lose 10 or more pounds in two weeks and then suffer a rebound when you discover that regimen was n't working for you . this may be your solution",6,Weight Loss Drugs,1.912457525676814e-09
custom keto diet updated for 2022 aov at all-time high !,3,Weight Loss Drugs,3.658991522715258e-23
emily ratajkowski bares ample cleavage and taut midriff in saucy revealing dress,3,Weight Loss Drugs,8.502852663264942e-19
3 hours sleep . ozempic sickness kicking in and a 12 hour shift starting now . leggo,3,Weight Loss Drugs,7.665854140623944e-18
iced brown sugar oat milk shaken espresso w 3 shots of ozempic please !,3,Weight Loss Drugs,2.66001174168411e-19
you might go through hell for your post-ozempic body the cut,3,Weight Loss Drugs,3.325643911059554e-24
"made a tiktok about how the celebrity trend of using ozempic for weight loss is contributing to its scarcity for folks who need it for diabetes care , and the number of people in my comments arguing that weight loss is an equivalent concern to diabetes management is whew",3,Weight Loss Drugs,2.940585659416684e-07
keto people gain fat in hypercaloric scenarios . they feel like they 're eating more when they 're not during fat loss phases . that fine . but feelz =/= cico facts,6,Weight Loss Drugs,1.248889769378536e-09
"a medication created to treat people with diabetes is being put to an off-label use weight loss . asked canadians to share their experiences using ozempic , and here what they said .",3,Weight Loss Drugs,2.0326722249830448e-10
jennifer lopez flashes taut dancer midriff while out for last-minute christmas shopping,3,Weight Loss Drugs,6.717548982714052e-24
chelsea handler says she 'did n't know ' she was on ozempic | cnn,3,Weight Loss Drugs,6.479668663621623e-19
people with diabetes struggle to find ozempic as it soars in popularity as a weight loss aid,3,Weight Loss Drugs,3.921957346821668e-18
"keto can reduce blood sugar , but that doesnt mean its right for everyone . pros + cons",3,Weight Loss Drugs,3.337245292094164e-17
"new pod we 're entering a golden age of weight-loss medication with wegovy and ozempic . what happens when obesity is treated like any disease , with meds ? what does it do to insurance coverage , health policy , our sense of self-image , health , & ; willpower ?",3,Weight Loss Drugs,6.469902587014076e-07
"at family1 pharmacy , we understand the value of convenience and efficiency . visit our website now ! call ( 215 ) 943-2221 . . .",6,Weight Loss Drugs,3.457747326310323e-12
"herbal shampoo powder cleanses and nourishes hair naturally , leaving it soft , shiny , and healthy , while being eco-friendly and packaging-free .",6,Weight Loss Drugs,5.820934879940953e-12
im down 65 lbs since january . at my lowest in a long time . feeling proud .,3,Weight Loss Drugs,7.371807123443587e-20
pink shows off her taut midriff in swimsuit as she gives insight into her grueling workout regime,3,Weight Loss Drugs,4.3845871715186726e-16
"the training course led by me with lauren dear , `` digestive disorders and eating disorders a complicated mix '' is approved for 8 ceu credits for registered dietitian nutritionists by cdr . check it out here",3,Weight Loss Drugs,1.419173312200428e-08
creates favorable hormonal conditions for achieving + maintaining your ideal weight . it starts numerous metabolic processes that count toward your long-term health . do n't be fooled into thinking you 're just a victim of the next again .,3,Weight Loss Drugs,2.936764254002356e-08
sad actual diabetic patients can not get ozempic because its the new diet fad,3,Weight Loss Drugs,5.393228967579163e-19
"every imperfection you think you have , is perfect . shine on ! !",19,Weight Loss Drugs,1.2966406513782811e-23
"struggling to find really good beginner keto recipes ? as you know i 've recently lost 45 lbs and i want to share the recipes i 've found , you can have them for free . hit the link below",3,Weight Loss Drugs,8.967496967215993e-09
poor mental health increases risk of cardiovascular disease a study published in the journal of the american heart association ( jaha ) has found . read more,6,Weight Loss Drugs,3.5741264006565465e-13
dont let your emotions lead to the kitchen . food is a source of fuel and not a means to comfort us magnolia,3,Weight Loss Drugs,8.050965577939767e-16
"according to researchers from the us , those who add potatoes to their plate will become full faster , and will therefore prevent them from trying to fill up on more calorific foods after",3,Weight Loss Drugs,1.060832602317596e-10
"shqiptart e lugins s preshevs do t zgjedhin 15 antart e kshillit kombtar shqiptar , nga 5 listat shqiptare q garojn n kto zgjedhje .",3,Weight Loss Drugs,2.4639837192808045e-07
why a 'keto-like ' diet may be linked to heart attack and stroke,3,Weight Loss Drugs,6.002313633291457e-22
"in this article , chief scientific advisor and scientific advisor for dr. louis aronne explains how the anti-obesity medication wegovy mimics the effect of eating food .",6,Weight Loss Drugs,9.341427631426312e-11
kyle richards showcases ripped abs after debunking use of diabetes medication ozempic to lose weight,3,Weight Loss Drugs,1.900525212318161e-18
"with glp-1 / gip agonists showing equal weightloss and t2dm control across all ways of eating , the role for keto ( epilepsy in kids excluded ) and other high sat fat diets seems 0 , since the increased cvd risk from high saturated fat makes it a non starter . agree / disagree ?",6,Weight Loss Drugs,6.462286705755105e-07
"struggling to find really good beginner keto recipes ? as you know i 've recently lost 50 lbs and i want to share the recipes i 've found , you can have them for free . clk link below",3,Weight Loss Drugs,8.848057397869981e-09
so it seems like people who really need ozempic to manage their diabetes ca n't get it because a bunch of white ladies want to lose 10 pounds ? so annoying .,3,Weight Loss Drugs,8.811250340468034e-11
"i dont always diet and exercise , but when i do i expect to lose all the weight overnight .",3,Weight Loss Drugs,3.6119347681662836e-17
"28.28 miles in 4 days . i 'm definitely headed out on the trail today , but i 'm going to keep it short , probably around 5 miles .",3,Weight Loss Drugs,5.208885753282821e-11
keto vs vegan study of popular diets finds over fourfold difference in carbon footprints,19,Weight Loss Drugs,2.282086619987527e-19
10 minutes fat burning exercise in 30 days video credit goes to the owner and is taken from follow me and i will follow you back,6,Weight Loss Drugs,4.07889122326123e-14
friends do n't let friends run out of . so here your reminder ! head to your local today to stock up on the worlds first cereal with mcts and keto collagen !,19,Weight Loss Drugs,6.63508081810704e-10
. has confirmed there will be limited quantities of available at some local pharmacies from late next week . but gps are being asked to prioritise people with .,19,Weight Loss Drugs,1.1925686133062996e-11
the buzz around for weight loss is off the charts . so we did a deep dive on the . does it work ? who does it work for ? is it safe ? let get into it !,3,Weight Loss Drugs,5.956060089573612e-10
"this would not have happened if novo nordisk and drug companies in general werent constantly hunting for the next big weight loss drug . its the fatphobia and the capitalism , together .",3,Weight Loss Drugs,8.61198265478258e-11
the models are skinnier than ever has fashion stopped caring about body diversity ?,3,Weight Loss Drugs,1.0600529828629945e-23
health tips 1 . eat meat 2 . subscribe to my email newsletter where i tell you the same advice every week 3 . buy my products that are real organ meat and not at all just baby powder and pencil shavings 4 . only $ 399.99 plus tax,19,Weight Loss Drugs,1.8508477239720378e-07
successful weight loss is all about mindset . believe in yourself and your ability to make healthy choices . you are worth it !,3,Weight Loss Drugs,1.1154663279752501e-14
"the fact that one of the first responses to this tweet is someone saying the video is about me , looking at their profile and theyre a fatphobic edtwt . just really drives it home huh",3,Weight Loss Drugs,1.3292384970498006e-09
"pa degjoni ju shqiptare tralala lalala , se 'po thote erioni kombetar-e , tralala lalala . gjithe keto shemtira pas xhamise se et'hem beut i ka lejuar qe te mbulohet torre drin ! hahahahaha ! shqiperi shqiptar tirane albania albanian edi rama",19,Weight Loss Drugs,1.2229746744196746e-06
they are tainting the street ozempic supply with metformin and its causing metabolic acidosis we need to start distributing test strips,3,Weight Loss Drugs,9.785236314806268e-14
tiktoker remi bader reflects on the side effects from using ozempic,3,Weight Loss Drugs,4.305829871273112e-20
kyle richards shares workout & ; diet plan amid ozempic accusations hollywoodlife,3,Weight Loss Drugs,3.558391799118677e-25
this youtube essayist has her finger on the pulse much more than i do . i thank her for hepping me ozempic diet craze in hollywood . too bad it primarily meant for diabetics and there a shortage of the drug . -- & gt ; is 90s thinness coming back ?,3,Weight Loss Drugs,2.0952970771759283e-06
lota of random doctors note think they are weight loss experts telemedicine ? ethical ? or lane violation ?,6,Weight Loss Drugs,1.1694307335173505e-15
"unprocessed red meat in treatment of rct beef supplementation during weight maintenance after healthy ad lib diets or unprocessed beef had similar effects on body weight , metabolism , & ; cv risk in 3 mo post-weight loss",19,Weight Loss Drugs,8.00640549414311e-08
does the diet impact attacks ? learn what the evidence ( that we have ) says,3,Weight Loss Drugs,3.801399785660504e-22
"pslay off the sugar if youre a vegan , stay vegan if youre keto , stay keto your body will thank you but whatever you do , stay away from processed foods , sugar , & ; try to do all you can to erase gmos drink h2o , & ; if you must , a little wine nothing excessive . be well",3,Weight Loss Drugs,1.975088707695249e-06
weightwatchers prescription med move causes concern for those who need ozempic for type 2 diabetes,3,Weight Loss Drugs,7.7963489132893925e-19
"weight loss with ozempic or wegovy comes with a logical , but potentially jarring change in eating habits .",3,Weight Loss Drugs,3.1508092508225442e-15
"well holy fuck . `` in the case of the ozempic , an fda warning alerts to the development of thyroid tumors in rodents , and it can be dangerous for those who have ( or have a history of ) pancreatitis or a certain type of thyroid cancer . '' it me , ya girl who had pancreatitis",3,Weight Loss Drugs,2.3589466309204e-06
motivatedfit | your clear step-by-step guide to your dream body without struggle !,6,Weight Loss Drugs,4.2029594930975153e-19
you love to see it . thanks to the keto/carnivore warriors for speeding this process up .,19,Weight Loss Drugs,4.775664930243943e-16
"okay , what if i break a kit kat bar in half and put a reeces cup between it like a sandwich ? is that keto ?",3,Weight Loss Drugs,6.19135276901106e-13
"i think there some good points to be made here , but this section gets the order of events entirely wrong . wegovy was approved in june 2021 and demand was much higher than anticipated/factory problems , whicn then led to off-label ozempic spree .",6,Weight Loss Drugs,2.839594799297629e-07
"wow ! just had my first factor_ meal and it was absolutely incredible ! loved it ! keto jalapeo-lime-cheddar chicken with spicy cilantro cauliflower `` rice '' check them out , discount if you sign up",3,Weight Loss Drugs,1.301777103890345e-07
dietitians be sure and check continuing ed who are speakers ? what are their credentials ? are they supplement sellers ? promoting ? are they making claims ahead of research ?,6,Weight Loss Drugs,1.018292915266894e-11
a 'game changer ' weight-loss drug is making people disgusted by their favorite foods including coffee and chick-fil-a,3,Weight Loss Drugs,3.083069146118597e-14
new year ! new beginning ! please listen to & ; share ft & ; sharing tips & ; advice for healthy for people living with,6,Weight Loss Drugs,2.8947622022958835e-14
"why everyone is talking about ozempic you 've heard people talking about the drug for weight lossor is it diabetes ? if you 're confused , here what to know .",3,Weight Loss Drugs,1.8721103833829744e-10
coronation street sue cleaver wows fans as she shows off weight loss in new pic,3,Weight Loss Drugs,5.830063873017855e-21
i can not believe how many people in this town are casually taking ozempic when the side effects are * literal cancer * ? ? ? ?,3,Weight Loss Drugs,1.414891966609877e-12
watching this story about ozempic etc . is making me hope that this will finally get us affordable insulin .,3,Weight Loss Drugs,3.124594957533563e-16
the ultimate keto ninja foodi cookbook 1000 easy and foolproof keto recipes for everyone on a budget 2022 edition 2daf1qe,6,Weight Loss Drugs,1.1224227927306152e-12
"la escasez de medicamentos para la diabetes se ha afianzado en tanto que ms pacientes recurren a medicamentos como ozempic y wegovy para otros usos , como bajar de peso . pero los mdicos dicen que dejar de tomar estos frmacos puede pasar factura .",3,Weight Loss Drugs,2.3873153622844256e-06
"cucumber contains water in large amounts , thereby flushing out toxins from the system . this may help in the treatment of kidney stones .",6,Weight Loss Drugs,1.7645017662704793e-13
have a prescription for ozempic ? we can help . helps thousands of americans save up to 90 % on medication save 10 % on first order with code first10,3,Weight Loss Drugs,2.985819230749698e-11
diet culture and fatphobia fuckin suck . fda just approved diabetes med called ozempic for weight loss and theres literally a shortage of it now cause people wan na lose a little weight and diabetic are suffering as a direct result of this . my pal hasnt had their meds in weeks,3,Weight Loss Drugs,2.462864358676597e-06
making one tiny change to your evening routine can not only help banish belly fat it can also flatten your stomach faster than hundreds of crunches or hours of cardio .,6,Weight Loss Drugs,5.591804796978295e-11
"'keto-like ' diet linked to higher risk of heart disease , new research shows abc news",3,Weight Loss Drugs,4.864263302668601e-18
k i started eating kimichi again after not eating it for almost a year . it had nothing to do w keto . this week i pour kimichi juice over an avocado & ; its so good . so if you love kimichi & ; avocado give it a try .,3,Weight Loss Drugs,7.074207815094269e-07
"this is your sign to start say goodbye to fad diets , calorie counting & ; co. , and hello to healthy and sustainable weight loss take the leap and embrace a new way of life download bodyfast for free",3,Weight Loss Drugs,1.8122616296523123e-08
fuck . mounjaro wasnt covered & ; my appeal got denied im not t2 im still diabetic & ; honeymooning ! they wont put me on insulin & ; i cant afford $ 75 ozempic . i have to have my husband drive me an hour to & ; from my endo tomorrow for a 1 time coupon until i figure this out,3,Weight Loss Drugs,2.049316208285745e-06
facts ! left column is people defective . right is were they went to,6,Weight Loss Drugs,1.8859217542433043e-26
ozempic explained how weight loss drug works and what happens if you stop taking it,3,Weight Loss Drugs,1.3183572190153281e-22
"zero-calorie sweetener popular in keto diets linked to strokes , heart attacks",3,Weight Loss Drugs,1.197073810501721e-19
things ive learned in the last week dont take media at face value low carb and keto is an anti-business and anti-sweet food movement at heart be skeptical of doctors or researchers with brain dead personal biases,6,Weight Loss Drugs,1.1789845544285528e-08
"call ya mf stop taking life saving meds from people who actually need it ? diabetics and women with pcos actually need it . meanwhile the rest of you are causing a shortage , just for your dumb weight loss fad . you 're taking away something that others need .",3,Weight Loss Drugs,3.530382457483938e-07
23 keto ground pork recipes ( easy low carbmeals ),6,Weight Loss Drugs,4.042088519168828e-25
the male patient with undergoing -metabolic surgery changes in levels correlate with after oagb and rygb,6,Weight Loss Drugs,1.0679470808321024e-16
"in the new normal era like now , your access to best healthcare regardless of your location is very important to us .",3,Weight Loss Drugs,6.110406213637469e-16
el frmaco para diabticos que se est agotando en espaa por su popularidad como adelgazante es revolucionario y su efectividad ha disparado la demanda hasta un 6.000 % se observan prdidas de peso como no se haban visto antes,3,Weight Loss Drugs,1.4817652527199243e-06
"really , out of all the dumb stuff i 've seen american low status white male tradlarpers peddle , raw milk has to be the dumbest , even dumber than the keto diet . you 're exposing yourself to bodily fluids full of live viruses from other mammals . why do you think we pasteurize milk ?",3,Weight Loss Drugs,1.5797696732988695e-06
"its been nearly a year since novo nordisk revealed a supply shortfall for its obesity blockbuster-to-be wegovy . now , it appears history is repeating for the companys chief rival , eli lilly .",6,Weight Loss Drugs,4.494174810076856e-09
real housewives kyle richards addresses speculation she used ozempic for weight loss,3,Weight Loss Drugs,5.50893376987531e-23
fuck . i need to get on ozempic . is that covered by insurance ? not unless you have likediabetes . how do you get diabetes ?,3,Weight Loss Drugs,2.022052490724402e-11
"good morning , just a reminder , water is very essential for your organs . drink water , rest if you are tired and be happy .",3,Weight Loss Drugs,5.4416418745172063e-14
why is averagespo trending ? ? ? ? ? ? edtwt wtf,3,Weight Loss Drugs,1.6378785204899422e-20
urbaano naturals 100 % natural sonora california extra long almonds packed in pouch | premium badam giri | high in fiber & ; boost immunity | real nuts | gluten free ( 800 ),6,Weight Loss Drugs,1.399925841916172e-09
"amgen , seeking to crash novo party , links bispecific to weight loss months after end of dosing more like this |",6,Weight Loss Drugs,1.4833873875335498e-13
"ozempic , one of several brand-name drugs on the market meant to treat chronic conditions , has become a hot topic in conversations about weight loss everybody i know is on it .",3,Weight Loss Drugs,1.4584543295281804e-10
