text,community_id,community_name,perplexity
start your day off right with slimu up . go the extra mile on anyday . personal trainer/brand ambassador,5,Body Image,2.0850128925226392e-16
sunday chilling naked and watching latest video . really enjoying their videos of sa,5,Body Image,3.0839752880613524e-25
its the last of january and im planning on sleeping in and staying naked .,5,Body Image,3.06365776129541e-23
good morning xx have a great day ! xx,10,Body Image,1.335073659420212e-37
ene/jan 2022 vs ene/jan 2023,5,Body Image,5.868245370045732e-27
hope you like them thick cause here i am ; ) thick and proud to be ! drop your thick girl shower pics in the comments and share the love of your gorgeous bodies ! my of link is in my bio for uncensored content,10,Body Image,4.801459141390296e-08
"find your fire well , just message me if you cant",10,Body Image,1.064000340411766e-28
like my version of daphne ? to go with my velma . .,5,Body Image,4.306196438527461e-25
shadowland .,5,Body Image,0.0
do you think i look better smooth or natural ? it sure saves on soap and body cream .,5,Body Image,1.4789049726971065e-19
oh look i found a present that has n't been unwrapped yet ! ! xx,10,Body Image,3.139226938845401e-18
can we acknowledge how amazing my shirt is please,5,Body Image,4.635411242078634e-40
what up nerds ? if youre at come find me and say hi !,5,Body Image,1.1203403838126258e-22
old panty for an old booty,10,Body Image,9.038375094895068e-42
new alert ! ! threesome tuesday post your pic or video in the comments below showing your favourite pic of your threesome or your fantasy pic of a threesome . please share and retweet on your page !,10,Body Image,7.283434744209671e-09
merry christmas,5,Body Image,0.0
buon ognissanti porcellini good allsainta little pigs,5,Body Image,8.714000133799652e-25
"hello darling , i adore this vibe . come sit for a spell .",10,Body Image,2.581994912013384e-23
wet bear again,5,Body Image,0.0
i love being forever his,10,Body Image,0.0
seasonal greetings from the reindeer workshop !,5,Body Image,6.329665163355199e-42
its thirsty thursday who wants a drink from my fountain ? .,5,Body Image,1.76861240318053e-28
"no matter how far you 've gone on a wrong road , turn back .",5,Body Image,1.333766032766123e-21
happy new year everyone . thank you for all the support and love lets keep it going in to 2023 !,5,Body Image,1.2256925412283331e-16
since its that can only mean i can now remain completely naked this weekend .,5,Body Image,3.558391799118677e-25
happy everyone,5,Body Image,0.0
and another lonely leg day . . . .,5,Body Image,8.772113140546063e-37
second pair from very comfortable undies .,5,Body Image,1.961817850054744e-42
he said he wanted my frame in his frames . part 3 228lbs,5,Body Image,1.2200994498969492e-23
"for this week , i really wish i was back at the beach due to the current weather lately .",5,Body Image,4.0236112266595335e-18
normalisingnaturism nudism naturism nudebeach clothesfree bodypositivity bodyfreedom,5,Body Image,5.990391703527783e-16
up and ready to go . looking forward to getting home and naked gets me through my day .,5,Body Image,2.7116066154042223e-19
whos a big ol growing bear ?,5,Body Image,1.102541631730766e-41
go check out her amazing content it will blow your mind must follow page,10,Body Image,1.0310613560548004e-25
who wants to go for a walk ?,5,Body Image,3.7722954659624076e-42
what up nerds ? if youre at come find me and say hi !,5,Body Image,1.1203403838126258e-22
is 50 % off,5,Body Image,0.0
some nude selfies while i get ready,5,Body Image,1.4828540349485214e-41
"this picture is going to offend you , not because im naked . but because i 'm a fat naked guy who for once comfortable in his own body and you being offended by my body is not my god damn problem .",5,Body Image,9.116726928937169e-09
debating whether or not to post my full halloween shoot .,10,Body Image,2.539880299471429e-31
"the new weight-loss drugs can be life-changing for people facing health conditions worsened by obesity , but price and spotty insurance coverage may keep them out of reach .",10,Body Image,5.395802901708713e-11
form .,5,Body Image,0.0
this sweater looks good on me .,5,Body Image,0.0
after a long day tossing spells at hogwarts it time for the hot tub !,10,Body Image,1.2420933576779892e-20
10ninetales a. .,5,Body Image,0.0
how about some on monday !,10,Body Image,0.0
make sure you remember to appreciate yourself this week !,5,Body Image,6.616119802567029e-34
new dress for tonight from,10,Body Image,0.0
getting my pump on urethra,5,Body Image,0.0
"its hard to tell whos pregnant these days , me or my wife ? the winter pounds are really piling on .",5,Body Image,1.7237501641451276e-15
happy new year ! excited to see where 2023 will lead .,5,Body Image,7.235735749246356e-27
coming soon book vol one . is not specific .,5,Body Image,1.3925818695083888e-34
some of these snacks are expensive but worth it if they actually taste good please please please be good,10,Body Image,4.2029594930975153e-19
few more pics from the other day . who joining me next time ?,5,Body Image,1.4274968194502517e-23
monday ! ! enjoy your day .,5,Body Image,0.0
"there will always be someone with a larger or smaller dick than yours . do n't worry about size ; you are beautiful , gorgeous and hot the way you are .",5,Body Image,2.3466110998793248e-11
adding a little colour to your weekend .,5,Body Image,2.0711191302720806e-42
nudewomen bodyfreedom bodypositivity nudism,5,Body Image,4.432273544254564e-26
stretch your legs according to your dress is a proverb . i do n't have to worry about this as i 'm always . stay & ; spread .,5,Body Image,2.54142783207012e-11
"guys get curious about what our friends look like under clothes ? ever see your friends in their undies or even hang out ? how did that go ? us this is n't right . , friendships , & ; is stronger when we .",5,Body Image,7.213220953872226e-08
big boy spinal twist you are amazing,5,Body Image,4.203895392974451e-45
had a great chest day last night felt pretty pumped !,5,Body Image,3.215241168385907e-33
mama hungry,10,Body Image,0.0
fehernem fotzson ),10,Body Image,8.774930983602002e-42
underwear challenge day 4 beautiful blue jockstap from,5,Body Image,3.0042239989547227e-34
"que rico la pasamos , beb . quieres verlo completo ? contenido exclusivo . . .",10,Body Image,7.478774001999644e-13
super amazing weightloss hack ! ! ! ! the best thing you can do to lose weight is to be in a calorie deficit ( i know boring right ) but how shane . how ! ! well let me teach you,5,Body Image,2.1719449350143805e-08
rainy days,10,Body Image,0.0
normalisingnaturism nudism naturism nudebeach clothesfree bodypositivity bodyfreedom,5,Body Image,1.0933315994701297e-15
"youre probably feeling stuck because of the overwhelming amount of health ( mis ) information on the internet keep it simple to have lifetime effective results , inside and out .",5,Body Image,1.2045337817456758e-11
naturists come in all shapes and sizes young or old . be your authentic self !,5,Body Image,8.152904567030748e-21
monday,10,Body Image,0.0
recent studio shoot,5,Body Image,0.0
i love starting off my weekend answering the weekly ama . i also have some new cool things i got .,5,Body Image,5.40338447075463e-18
got into a really yummy restorative posture this morning twas given me life happy valentines day,5,Body Image,4.295533369992357e-17
hope you americans had a good thanksgiving ! !,10,Body Image,6.140738180759227e-38
my hair,10,Body Image,0.0
damn i 'm feeling needy today feel so low about myself,10,Body Image,5.60385067394059e-29
la tosse rallenta e si comincia a vedere- coughing is lowering and im better,5,Body Image,1.0758550598370071e-16
feeling more confident with my weight and body shape are always open,10,Body Image,1.6035662254776203e-28
merry ! put on some & ; celebrate that your . is a gift to give yourself all year long ! happy ! tanktop by,5,Body Image,5.3218732792479316e-15
jinkies !,10,Body Image,0.0
"another commission completed . belle and the beast- charcoal on paper , 2022 .",5,Body Image,3.801399785660504e-22
so that what i look like without the bags under the eye .,5,Body Image,1.7164177324242682e-26
"this deliciously smooth , rich , and flavorful tasty cream cheese keto fat bombs recipe is a perfect addition if you need to up your fat intake and have a sweet craving in your lifestyle . full recipe",5,Body Image,3.2930922433394004e-09
"ich trau mich mal an mir ist `` leider '' mehr dran , als nur geiler arsch und groe titten . ich habe auch bauch . aber ich bin meist zufrieden mit mir . fr mehr",5,Body Image,3.945791036130686e-07
"announcement- new videos coming to my channels subscribe today to enjoy them telegram , renown and fansly",5,Body Image,1.908401295238646e-17
the best of holiday edition whew !,5,Body Image,1.3925532408686588e-37
literally depth of field .....,5,Body Image,3.532822571561019e-36
harlans cheesecake recipe is the best keto recipe over come across to date,10,Body Image,8.711416850993325e-23
"hey vatitos , tu cuerpo es nico no debes lucir de tal o cul manera para ser sexy . mate , quirete , acptate todos somos diferentes . ah , y lo ms importante es que los mircoles usamos rosa excelente da",5,Body Image,1.6003575638023904e-06
portraying the seawatcher .,5,Body Image,0.0
happy friday,10,Body Image,0.0
"my timeline is absolutely on fire this morning with all you beautifully sexy women ! honestly , man got ta do some work you know , but .......",10,Body Image,1.4668341194457035e-11
i genuinely stand for and i also struggle with it especially when im shredding for the australian summer ahead . change happens over time and patience is the key . be kind to yourself .,5,Body Image,1.060832602317596e-10
nudewomen bodyfreedom bodypositivity nudism,5,Body Image,1.8197154857332628e-27
"cmo ven ya se me nota , que le baje a los carbos o no ? ?",10,Body Image,3.0183463210035357e-16
"morning my pervs , if these pictures make you thirsty for a taste , let me know in the comments",10,Body Image,1.503285123465493e-17
miss mist in frame .photography,10,Body Image,0.0
feeling cute in my pink lingerie,10,Body Image,0.0
i 'm just getting up for the night . .,10,Body Image,2.280697901047325e-31
i was asked about my thoughts on how nudism and naturism is portrayed by media and pop culture .,5,Body Image,4.1128939421485673e-16
"embrace your uniqueness , its what makes you stand out from the crowd",10,Body Image,6.793101149835463e-25
"love or hate me , im still gon na shine",10,Body Image,2.980529697078442e-32
nudewomen bodyfreedom bodypositivity nudism,5,Body Image,8.619931644784595e-27
whos ready for summer,5,Body Image,0.0
is cum keto friendly ? asking for me .,10,Body Image,3.758952901965057e-34
he said he wanted my frame in his frames . part 2 228lbs,5,Body Image,1.2200994498969492e-23
"i didnt forget that its again ! if mirrors could talk , what would they say ?",5,Body Image,1.52749789165199e-20
"este 3 de dic ltima clase en sbado ! recuerda que no necesitas experiencia previa , yoga es el viaje interior de tus sentidos !",5,Body Image,1.3043518487521055e-09
"work naked day , well working naked as usual in fact",5,Body Image,1.912871236584629e-30
bread your chicken in unflavored protein powder . this is life-changing zero carb protein tastes good,10,Body Image,4.934653543839167e-16
cmo amanecieron ? ?,5,Body Image,1.3462274346768518e-41
nudewomen bodyfreedom bodypositivity nudism,5,Body Image,2.7419565729563157e-28
"aspettando marco scatta un altro che dite , sar contento se gli mando questa foto mentre lavora ?",10,Body Image,1.355319415724532e-11
"hump day dinner idea me ! eat me ! devour me ! better than any buffet ! i 'm a low calorie , gluten free , keto friendly addition to your diet ! dessert has never looked better !",10,Body Image,1.5385630547370965e-08
