ID,Similarity_score,Community
64,0.3076923076923077,Anti Eating Disorder
65,0.22222222222222218,Anti Eating Disorder
66,0.4878048780487805,Anti Eating Disorder
67,0.6666666666666666,Anti Eating Disorder
68,0.3076923076923077,Anti Eating Disorder
69,0.6376811594202898,Anti Eating Disorder
70,0.016877637130801686,Anti Eating Disorder
71,0.9333333333333333,Anti Eating Disorder
72,0.025078369905956115,Anti Eating Disorder
73,0.3076923076923077,Anti Eating Disorder
74,0.7999999999999999,Anti Eating Disorder
75,0.5517241379310346,Anti Eating Disorder
76,0.2325581395348837,Anti Eating Disorder
77,0.9333333333333333,Anti Eating Disorder
78,0.3076923076923077,Anti Eating Disorder
79,0.3076923076923077,Anti Eating Disorder
80,0.25,Anti Eating Disorder
81,0.6206896551724139,Anti Eating Disorder
82,0.3076923076923077,Anti Eating Disorder
83,0.3076923076923077,Anti Eating Disorder
84,0.6153846153846153,Anti Eating Disorder
85,0.24242424242424243,Anti Eating Disorder
86,0.30769230769230765,Anti Eating Disorder
87,0.3939393939393939,Anti Eating Disorder
88,0.4166666666666667,Anti Eating Disorder
89,0.43478260869565216,Anti Eating Disorder
90,0.37735849056603776,Anti Eating Disorder
91,0.9333333333333333,Anti Eating Disorder
92,0.6666666666666665,Anti Eating Disorder
93,0.3076923076923077,Anti Eating Disorder
94,1.0,Anti Eating Disorder
95,0.6,Anti Eating Disorder
96,0.2692307692307693,Anti Eating Disorder
97,0.5862068965517241,Anti Eating Disorder
98,0.5161290322580644,Anti Eating Disorder
99,0.5714285714285715,Anti Eating Disorder
100,0.3076923076923077,Anti Eating Disorder
101,1.0,Anti Eating Disorder
102,0.3448275862068966,Anti Eating Disorder
103,0.888888888888889,Anti Eating Disorder
104,0.3225806451612903,Anti Eating Disorder
105,0.4444444444444445,Anti Eating Disorder
106,0.26666666666666666,Anti Eating Disorder
107,0.6,Anti Eating Disorder
108,0.16666666666666666,Anti Eating Disorder
109,0.5263157894736842,Anti Eating Disorder
110,0.9333333333333333,Anti Eating Disorder
111,0.3076923076923077,Anti Eating Disorder
112,0.28571428571428575,Anti Eating Disorder
113,0.38461538461538464,Anti Eating Disorder
114,0.2692307692307692,Anti Eating Disorder
115,0.3333333333333333,Anti Eating Disorder
116,1.0,Anti Eating Disorder
117,1.0,Anti Eating Disorder
118,0.5714285714285715,Anti Eating Disorder
119,0.6666666666666666,Anti Eating Disorder
120,0.33333333333333326,Anti Eating Disorder
121,0.16666666666666669,Anti Eating Disorder
122,0.5789473684210527,Anti Eating Disorder
123,0.6153846153846154,Anti Eating Disorder
124,0.5142857142857143,Anti Eating Disorder
125,0.125,Anti Eating Disorder
126,0.22950819672131148,Anti Eating Disorder
127,0.25,Anti Eating Disorder
128,0.5,Anti Eating Disorder
129,0.24000000000000002,Anti Eating Disorder
130,0.8421052631578948,Anti Eating Disorder
131,0.25,Anti Eating Disorder
132,0.04912280701754385,Anti Eating Disorder
133,0.25,Anti Eating Disorder
134,0.016877637130801686,Anti Eating Disorder
135,0.5,Anti Eating Disorder
136,0.9,Anti Eating Disorder
137,0.7272727272727272,Anti Eating Disorder
138,0.9166666666666666,Anti Eating Disorder
139,0.39285714285714285,Anti Eating Disorder
140,0.9333333333333333,Anti Eating Disorder
141,0.9333333333333333,Anti Eating Disorder
142,0.3076923076923077,Anti Eating Disorder
143,0.25,Anti Eating Disorder
144,0.25000000000000006,Anti Eating Disorder
145,0.20408163265306123,Anti Eating Disorder
146,0.21621621621621623,Anti Eating Disorder
147,0.3333333333333333,Anti Eating Disorder
148,0.09523809523809525,Anti Eating Disorder
149,0.24242424242424243,Anti Eating Disorder
150,0.33333333333333337,Anti Eating Disorder
151,0.6666666666666666,Anti Eating Disorder
152,0.47619047619047616,Anti Eating Disorder
153,0.8421052631578948,Anti Eating Disorder
154,0.39285714285714285,Anti Eating Disorder
155,0.3225806451612903,Anti Eating Disorder
156,0.4878048780487805,Anti Eating Disorder
157,0.33333333333333337,Anti Eating Disorder
158,1.0,Anti Eating Disorder
159,0.6666666666666665,Anti Eating Disorder
160,0.2692307692307693,Anti Eating Disorder
161,0.4545454545454546,Anti Eating Disorder
162,1.0,Anti Eating Disorder
163,0.5714285714285715,Anti Eating Disorder
164,0.3076923076923077,Anti Eating Disorder
165,0.761904761904762,Anti Eating Disorder
166,0.7272727272727273,Anti Eating Disorder
167,0.2857142857142857,Anti Eating Disorder
168,0.3333333333333333,Anti Eating Disorder
169,0.47058823529411764,Anti Eating Disorder
170,0.3076923076923077,Anti Eating Disorder
171,0.42857142857142855,Anti Eating Disorder
172,0.26666666666666666,Anti Eating Disorder
173,0.43999999999999995,Anti Eating Disorder
174,0.9333333333333333,Anti Eating Disorder
175,0.3076923076923077,Anti Eating Disorder
176,0.3076923076923077,Anti Eating Disorder
177,0.2413793103448276,Anti Eating Disorder
178,0.5,Anti Eating Disorder
179,0.923076923076923,Anti Eating Disorder
180,0.631578947368421,Anti Eating Disorder
181,1.0,Anti Eating Disorder
182,0.7692307692307692,Anti Eating Disorder
183,0.3018867924528302,Anti Eating Disorder
184,0.33333333333333337,Anti Eating Disorder
185,0.37499999999999994,Anti Eating Disorder
186,1.0,Anti Eating Disorder
187,0.26666666666666666,Anti Eating Disorder
188,0.44067796610169496,Anti Eating Disorder
189,0.3076923076923077,Anti Eating Disorder
190,0.8695652173913043,Anti Eating Disorder
191,0.65625,Anti Eating Disorder
192,0.25,Anti Eating Disorder
193,0.3529411764705882,Anti Eating Disorder
194,0.4918032786885245,Anti Eating Disorder
195,0.6666666666666666,Anti Eating Disorder
196,0.8421052631578948,Anti Eating Disorder
197,0.30769230769230765,Anti Eating Disorder
198,0.47619047619047616,Anti Eating Disorder
199,0.5454545454545454,Anti Eating Disorder
200,0.4,Anti Eating Disorder
201,0.6,Anti Eating Disorder
202,0.4444444444444444,Anti Eating Disorder
203,0.3773584905660377,Anti Eating Disorder
204,0.7692307692307692,Anti Eating Disorder
205,0.9333333333333333,Anti Eating Disorder
206,0.3076923076923077,Anti Eating Disorder
207,0.47058823529411764,Anti Eating Disorder
208,0.3636363636363636,Anti Eating Disorder
209,0.6249999999999999,Anti Eating Disorder
210,0.20833333333333334,Anti Eating Disorder
211,0.24000000000000005,Anti Eating Disorder
212,0.6153846153846153,Anti Eating Disorder
213,0.24242424242424243,Anti Eating Disorder
214,0.6976744186046512,Anti Eating Disorder
215,0.36363636363636365,Anti Eating Disorder
216,0.3636363636363636,Anti Eating Disorder
217,0.8333333333333334,Anti Eating Disorder
218,0.39999999999999997,Anti Eating Disorder
219,0.9333333333333333,Anti Eating Disorder
220,1.0,Anti Eating Disorder
221,0.23076923076923078,Anti Eating Disorder
222,0.2962962962962963,Anti Eating Disorder
223,0.5238095238095238,Anti Eating Disorder
224,0.26666666666666666,Anti Eating Disorder
225,0.41509433962264153,Anti Eating Disorder
226,1.0,Anti Eating Disorder
227,0.5714285714285715,Anti Eating Disorder
228,1.0,Anti Eating Disorder
229,0.8571428571428571,Anti Eating Disorder
230,0.489795918367347,Anti Eating Disorder
231,0.2857142857142857,Anti Eating Disorder
232,0.3225806451612903,Anti Eating Disorder
233,0.9333333333333333,Anti Eating Disorder
234,0.9333333333333333,Anti Eating Disorder
235,0.6,Anti Eating Disorder
236,0.26666666666666666,Anti Eating Disorder
237,0.4615384615384615,Anti Eating Disorder
238,0.9333333333333333,Anti Eating Disorder
239,0.3076923076923077,Anti Eating Disorder
240,0.3,Anti Eating Disorder
241,1.0,Anti Eating Disorder
242,0.5,Anti Eating Disorder
243,0.3448275862068965,Anti Eating Disorder
244,0.625,Anti Eating Disorder
245,1.0,Anti Eating Disorder
246,0.5714285714285715,Anti Eating Disorder
247,0.33333333333333337,Anti Eating Disorder
248,0.7272727272727273,Anti Eating Disorder
249,0.8,Anti Eating Disorder
250,1.0,Anti Eating Disorder
251,0.6206896551724139,Anti Eating Disorder
252,1.0,Anti Eating Disorder
253,0.125,Anti Eating Disorder
254,1.0,Anti Eating Disorder
255,0.32786885245901637,Anti Eating Disorder
256,0.45454545454545453,Anti Eating Disorder
257,0.7826086956521738,Anti Eating Disorder
258,0.5,Anti Eating Disorder
259,0.030973451327433628,Anti Eating Disorder
260,0.28571428571428564,Anti Eating Disorder
261,0.5625,Anti Eating Disorder
262,0.4210526315789474,Anti Eating Disorder
263,0.5333333333333333,Anti Eating Disorder
264,0.7857142857142857,Anti Eating Disorder
265,0.25,Anti Eating Disorder
266,0.0,Anti Eating Disorder
267,0.0,Anti Eating Disorder
268,1.0,Anti Eating Disorder
269,0.16666666666666666,Anti Eating Disorder
270,0.30769230769230765,Anti Eating Disorder
271,0.9333333333333333,Anti Eating Disorder
272,0.3055555555555556,Anti Eating Disorder
273,0.9333333333333333,Anti Eating Disorder
274,0.2051282051282051,Anti Eating Disorder
275,0.04455445544554456,Anti Eating Disorder
276,1.0,Anti Eating Disorder
277,0.2857142857142857,Anti Eating Disorder
278,0.8,Anti Eating Disorder
279,0.36363636363636365,Anti Eating Disorder
280,0.3181818181818182,Anti Eating Disorder
281,0.6666666666666666,Anti Eating Disorder
282,0.5945945945945946,Anti Eating Disorder
283,0.4210526315789474,Anti Eating Disorder
284,0.38596491228070173,Anti Eating Disorder
285,0.9047619047619048,Anti Eating Disorder
286,0.32,Anti Eating Disorder
287,0.33333333333333337,Anti Eating Disorder
288,0.588235294117647,Anti Eating Disorder
289,0.3076923076923077,Anti Eating Disorder
290,0.5714285714285715,Anti Eating Disorder
291,0.2456140350877193,Anti Eating Disorder
292,0.33333333333333337,Anti Eating Disorder
293,0.5365853658536586,Anti Eating Disorder
294,0.27027027027027023,Anti Eating Disorder
295,0.5283018867924528,Anti Eating Disorder
296,1.0,Anti Eating Disorder
297,0.9333333333333333,Anti Eating Disorder
298,0.9333333333333333,Anti Eating Disorder
299,0.7692307692307692,Anti Eating Disorder
300,0.2631578947368421,Anti Eating Disorder
301,0.9,Anti Eating Disorder
302,0.30769230769230765,Anti Eating Disorder
303,0.92,Anti Eating Disorder
304,0.3076923076923077,Anti Eating Disorder
305,0.044776119402985065,Anti Eating Disorder
306,0.36000000000000004,Anti Eating Disorder
307,0.20689655172413793,Anti Eating Disorder
308,1.0,Anti Eating Disorder
309,0.5714285714285714,Anti Eating Disorder
310,0.4074074074074074,Anti Eating Disorder
311,0.6153846153846154,Anti Eating Disorder
312,1.0,Anti Eating Disorder
313,0.5333333333333333,Anti Eating Disorder
314,0.5454545454545454,Anti Eating Disorder
315,0.16666666666666666,Anti Eating Disorder
316,0.32653061224489793,Anti Eating Disorder
317,0.5,Anti Eating Disorder
318,0.2,Anti Eating Disorder
319,0.631578947368421,Anti Eating Disorder
320,0.3076923076923077,Anti Eating Disorder
321,1.0,Anti Eating Disorder
322,0.9166666666666666,Anti Eating Disorder
323,0.4210526315789473,Anti Eating Disorder
324,0.36363636363636365,Anti Eating Disorder
325,0.48979591836734687,Anti Eating Disorder
326,0.2222222222222222,Anti Eating Disorder
327,0.9565217391304348,Anti Eating Disorder
328,0.8076923076923077,Anti Eating Disorder
329,0.36363636363636365,Anti Eating Disorder
330,0.1818181818181818,Anti Eating Disorder
331,0.2456140350877193,Anti Eating Disorder
332,0.5333333333333333,Anti Eating Disorder
333,0.16666666666666666,Anti Eating Disorder
334,0.3636363636363636,Anti Eating Disorder
335,0.9333333333333333,Anti Eating Disorder
336,0.4556962025316456,Anti Eating Disorder
337,0.9333333333333333,Anti Eating Disorder
338,0.4230769230769231,Anti Eating Disorder
339,0.3076923076923077,Anti Eating Disorder
340,0.0,Anti Eating Disorder
341,0.4,Anti Eating Disorder
342,0.5,Anti Eating Disorder
343,0.36363636363636365,Anti Eating Disorder
344,0.2727272727272727,Anti Eating Disorder
345,0.9090909090909091,Anti Eating Disorder
346,0.4705882352941177,Anti Eating Disorder
347,0.4210526315789474,Anti Eating Disorder
348,0.5128205128205128,Anti Eating Disorder
349,0.3076923076923077,Anti Eating Disorder
350,0.25,Anti Eating Disorder
351,0.6153846153846153,Anti Eating Disorder
352,0.3076923076923077,Anti Eating Disorder
353,0.3076923076923077,Anti Eating Disorder
354,0.47058823529411764,Anti Eating Disorder
355,0.8484848484848485,Anti Eating Disorder
356,0.42857142857142855,Anti Eating Disorder
357,0.5,Anti Eating Disorder
358,0.13559322033898305,Anti Eating Disorder
359,0.25531914893617025,Anti Eating Disorder
360,0.28571428571428575,Anti Eating Disorder
361,0.27027027027027023,Anti Eating Disorder
362,0.9333333333333333,Anti Eating Disorder
363,0.0,Anti Eating Disorder
364,0.3,Anti Eating Disorder
365,0.9,Anti Eating Disorder
366,0.24999999999999994,Anti Eating Disorder
367,0.37499999999999994,Anti Eating Disorder
368,0.3076923076923077,Anti Eating Disorder
369,0.03448275862068966,Anti Eating Disorder
370,0.5714285714285715,Anti Eating Disorder
371,0.20289855072463767,Anti Eating Disorder
372,0.3529411764705882,Anti Eating Disorder
373,0.3076923076923077,Anti Eating Disorder
374,0.5,Anti Eating Disorder
375,0.9333333333333333,Anti Eating Disorder
376,0.3076923076923077,Anti Eating Disorder
377,0.5333333333333333,Anti Eating Disorder
378,0.6666666666666666,Anti Eating Disorder
379,0.5283018867924528,Anti Eating Disorder
380,0.32653061224489793,Anti Eating Disorder
381,0.43749999999999994,Anti Eating Disorder
382,0.8484848484848485,Anti Eating Disorder
383,0.2857142857142857,Anti Eating Disorder
384,0.3076923076923077,Anti Eating Disorder
385,1.0,Anti Eating Disorder
386,0.9166666666666666,Anti Eating Disorder
387,0.6666666666666666,Anti Eating Disorder
388,0.36363636363636365,Anti Eating Disorder
389,0.3076923076923077,Anti Eating Disorder
390,0.2222222222222222,Anti Eating Disorder
391,0.3076923076923077,Anti Eating Disorder
392,0.8235294117647058,Anti Eating Disorder
393,0.4,Anti Eating Disorder
394,0.5714285714285714,Anti Eating Disorder
395,0.9,Anti Eating Disorder
396,0.4444444444444445,Anti Eating Disorder
397,0.16666666666666666,Anti Eating Disorder
398,0.25,Anti Eating Disorder
399,0.9333333333333333,Anti Eating Disorder
400,0.3076923076923077,Anti Eating Disorder
401,0.9333333333333333,Anti Eating Disorder
402,0.6923076923076924,Anti Eating Disorder
403,0.3076923076923077,Anti Eating Disorder
404,0.18181818181818182,Anti Eating Disorder
405,0.26666666666666666,Anti Eating Disorder
406,0.025559105431309903,Anti Eating Disorder
407,0.36363636363636365,Anti Eating Disorder
408,0.3,Anti Eating Disorder
409,0.3076923076923077,Anti Eating Disorder
410,0.36363636363636365,Anti Eating Disorder
411,0.4210526315789474,Anti Eating Disorder
412,0.33333333333333337,Anti Eating Disorder
413,0.3076923076923077,Anti Eating Disorder
414,0.25,Anti Eating Disorder
415,0.8421052631578948,Anti Eating Disorder
416,0.631578947368421,Anti Eating Disorder
417,0.3076923076923077,Anti Eating Disorder
418,0.2,Anti Eating Disorder
419,0.5454545454545454,Anti Eating Disorder
420,0.5,Anti Eating Disorder
421,0.4615384615384615,Anti Eating Disorder
422,0.2545454545454545,Anti Eating Disorder
423,0.3,Anti Eating Disorder
424,0.28571428571428575,Anti Eating Disorder
425,0.9333333333333333,Anti Eating Disorder
426,0.9333333333333333,Anti Eating Disorder
427,0.8421052631578948,Anti Eating Disorder
428,0.3555555555555555,Anti Eating Disorder
429,0.9,Anti Eating Disorder
430,0.03532008830022075,Anti Eating Disorder
431,0.6153846153846153,Anti Eating Disorder
432,0.3076923076923077,Anti Eating Disorder
433,0.018518518518518517,Anti Eating Disorder
434,0.29268292682926833,Anti Eating Disorder
435,0.28205128205128205,Anti Eating Disorder
436,1.0,Anti Eating Disorder
437,0.3076923076923077,Anti Eating Disorder
438,0.3076923076923077,Anti Eating Disorder
439,0.9333333333333333,Anti Eating Disorder
440,0.7777777777777778,Anti Eating Disorder
441,0.5333333333333333,Anti Eating Disorder
442,0.3076923076923077,Anti Eating Disorder
443,0.16666666666666666,Anti Eating Disorder
444,0.32653061224489793,Anti Eating Disorder
445,0.30434782608695654,Anti Eating Disorder
446,0.2,Anti Eating Disorder
447,0.3870967741935484,Anti Eating Disorder
448,0.3076923076923077,Anti Eating Disorder
449,1.0,Anti Eating Disorder
450,0.9166666666666666,Anti Eating Disorder
451,0.030973451327433628,Anti Eating Disorder
452,0.3,Anti Eating Disorder
453,0.6666666666666667,Anti Eating Disorder
454,0.5714285714285715,Anti Eating Disorder
455,0.4999999999999999,Anti Eating Disorder
456,0.75,Anti Eating Disorder
457,0.3076923076923077,Anti Eating Disorder
458,0.0,Anti Eating Disorder
459,0.0,Anti Eating Disorder
460,0.04891304347826087,Anti Eating Disorder
461,0.15384615384615383,Anti Eating Disorder
462,0.380952380952381,Anti Eating Disorder
463,0.9333333333333333,Anti Eating Disorder
464,0.3170731707317073,Anti Eating Disorder
465,0.9333333333333333,Anti Eating Disorder
466,0.26666666666666666,Anti Eating Disorder
467,0.23255813953488372,Anti Eating Disorder
468,0.3461538461538462,Anti Eating Disorder
469,1.0,Anti Eating Disorder
470,0.5,Anti Eating Disorder
471,0.3111111111111111,Anti Eating Disorder
472,0.24489795918367346,Anti Eating Disorder
473,0.9090909090909091,Anti Eating Disorder
474,0.37499999999999994,Anti Eating Disorder
475,0.4,Anti Eating Disorder
476,0.39285714285714285,Anti Eating Disorder
477,0.2857142857142857,Anti Eating Disorder
478,0.6486486486486486,Anti Eating Disorder
479,0.4615384615384615,Anti Eating Disorder
480,0.5789473684210527,Anti Eating Disorder
481,0.3076923076923077,Anti Eating Disorder
482,0.5714285714285715,Anti Eating Disorder
483,0.6666666666666667,Anti Eating Disorder
484,0.5,Anti Eating Disorder
485,0.2903225806451613,Anti Eating Disorder
486,0.021164021164021166,Anti Eating Disorder
487,1.0,Anti Eating Disorder
488,1.0,Anti Eating Disorder
489,0.9333333333333333,Anti Eating Disorder
490,0.9333333333333333,Anti Eating Disorder
491,0.923076923076923,Anti Eating Disorder
492,0.679245283018868,Anti Eating Disorder
493,0.2903225806451613,Anti Eating Disorder
494,0.923076923076923,Anti Eating Disorder
495,0.5,Anti Eating Disorder
496,0.3076923076923077,Anti Eating Disorder
497,0.018518518518518517,Anti Eating Disorder
498,0.7710843373493975,Anti Eating Disorder
499,0.20588235294117646,Anti Eating Disorder
500,1.0,Anti Eating Disorder
501,0.3076923076923077,Anti Eating Disorder
502,0.32653061224489793,Anti Eating Disorder
503,0.9333333333333333,Anti Eating Disorder
504,1.0,Anti Eating Disorder
505,0.47058823529411764,Anti Eating Disorder
506,0.5405405405405405,Anti Eating Disorder
507,0.05063291139240506,Anti Eating Disorder
508,0.3829787234042554,Anti Eating Disorder
509,0.5,Anti Eating Disorder
510,0.2,Anti Eating Disorder
511,0.27586206896551724,Anti Eating Disorder
512,0.3076923076923077,Anti Eating Disorder
513,0.3076923076923077,Anti Eating Disorder
514,1.0,Anti Eating Disorder
515,0.36363636363636365,Anti Eating Disorder
516,0.6190476190476191,Anti Eating Disorder
517,0.47058823529411764,Anti Eating Disorder
518,0.8421052631578948,Anti Eating Disorder
519,0.27450980392156865,Anti Eating Disorder
520,0.6666666666666666,Anti Eating Disorder
521,0.3333333333333333,Anti Eating Disorder
522,0.7368421052631579,Anti Eating Disorder
523,0.8750000000000001,Anti Eating Disorder
524,1.0,Anti Eating Disorder
525,0.4444444444444445,Anti Eating Disorder
526,0.9333333333333333,Anti Eating Disorder
527,0.3846153846153846,Anti Eating Disorder
528,0.3076923076923077,Anti Eating Disorder
529,0.28571428571428575,Anti Eating Disorder
530,0.7000000000000001,Anti Eating Disorder
531,0.3076923076923077,Anti Eating Disorder
532,0.30769230769230765,Anti Eating Disorder
533,0.3076923076923077,Anti Eating Disorder
534,0.4799999999999999,Anti Eating Disorder
535,0.46153846153846156,Anti Eating Disorder
536,0.9333333333333333,Anti Eating Disorder
537,0.3076923076923077,Anti Eating Disorder
538,1.0,Anti Eating Disorder
539,0.27450980392156865,Anti Eating Disorder
540,1.0,Anti Eating Disorder
541,0.8421052631578948,Anti Eating Disorder
542,0.5423728813559322,Anti Eating Disorder
543,0.2222222222222222,Anti Eating Disorder
544,0.6153846153846154,Anti Eating Disorder
545,0.6,Anti Eating Disorder
546,0.3125,Anti Eating Disorder
547,0.045454545454545456,Anti Eating Disorder
548,0.04761904761904762,Anti Eating Disorder
549,0.3076923076923077,Anti Eating Disorder
550,0.3333333333333333,Anti Eating Disorder
551,0.3076923076923077,Anti Eating Disorder
552,0.4,Anti Eating Disorder
553,0.2191780821917808,Anti Eating Disorder
554,1.0,Anti Eating Disorder
555,0.3076923076923077,Anti Eating Disorder
556,0.6153846153846154,Anti Eating Disorder
557,0.41666666666666663,Anti Eating Disorder
558,0.3076923076923077,Anti Eating Disorder
559,0.3076923076923077,Anti Eating Disorder
560,0.3076923076923077,Anti Eating Disorder
561,0.36363636363636365,Anti Eating Disorder
562,0.3076923076923077,Anti Eating Disorder
563,0.16,Anti Eating Disorder
564,0.923076923076923,Anti Eating Disorder
565,0.7,Anti Eating Disorder
566,0.3076923076923077,Anti Eating Disorder
567,0.72,Anti Eating Disorder
568,0.5,Anti Eating Disorder
569,0.9714285714285714,Anti Eating Disorder
570,1.0,Anti Eating Disorder
571,1.0,Anti Eating Disorder
572,0.5454545454545454,Anti Eating Disorder
573,0.31818181818181823,Anti Eating Disorder
574,1.0,Anti Eating Disorder
575,0.3636363636363636,Anti Eating Disorder
576,0.375,Anti Eating Disorder
577,0.7692307692307692,Anti Eating Disorder
578,1.0,Anti Eating Disorder
579,0.6,Anti Eating Disorder
580,0.9,Anti Eating Disorder
581,0.6666666666666666,Anti Eating Disorder
582,0.3076923076923077,Anti Eating Disorder
583,1.0,Anti Eating Disorder
584,0.0,Anti Eating Disorder
585,0.2769230769230769,Anti Eating Disorder
586,0.5263157894736843,Anti Eating Disorder
587,0.8750000000000001,Anti Eating Disorder
588,0.5714285714285715,Anti Eating Disorder
589,0.918918918918919,Anti Eating Disorder
590,0.3076923076923077,Anti Eating Disorder
591,0.008733624454148471,Anti Eating Disorder
592,0.3076923076923077,Anti Eating Disorder
593,0.6666666666666665,Anti Eating Disorder
594,0.5714285714285715,Anti Eating Disorder
595,0.25,Anti Eating Disorder
596,0.30769230769230765,Anti Eating Disorder
597,0.1935483870967742,Anti Eating Disorder
598,0.5,Anti Eating Disorder
599,0.46153846153846156,Anti Eating Disorder
600,0.28571428571428575,Anti Eating Disorder
601,0.3076923076923077,Anti Eating Disorder
602,0.761904761904762,Anti Eating Disorder
603,0.36842105263157887,Anti Eating Disorder
604,0.8695652173913043,Anti Eating Disorder
605,0.8767123287671234,Anti Eating Disorder
606,0.5423728813559322,Anti Eating Disorder
607,0.47058823529411764,Anti Eating Disorder
608,0.6153846153846154,Anti Eating Disorder
609,0.29268292682926833,Anti Eating Disorder
610,0.8620689655172413,Anti Eating Disorder
611,0.045454545454545456,Anti Eating Disorder
612,0.3076923076923077,Anti Eating Disorder
613,0.3076923076923077,Anti Eating Disorder
614,0.3333333333333333,Anti Eating Disorder
615,0.3076923076923077,Anti Eating Disorder
616,0.3076923076923077,Anti Eating Disorder
617,0.4166666666666667,Anti Eating Disorder
618,0.5365853658536585,Anti Eating Disorder
619,0.3076923076923077,Anti Eating Disorder
620,0.9333333333333333,Anti Eating Disorder
621,0.46153846153846156,Anti Eating Disorder
622,0.3076923076923077,Anti Eating Disorder
623,0.3076923076923077,Anti Eating Disorder
624,0.3076923076923077,Anti Eating Disorder
625,0.6153846153846154,Anti Eating Disorder
626,0.3076923076923077,Anti Eating Disorder
627,0.11764705882352941,Anti Eating Disorder
628,0.3137254901960784,Anti Eating Disorder
629,0.3076923076923077,Anti Eating Disorder
630,0.3076923076923077,Anti Eating Disorder
631,0.26666666666666666,Anti Eating Disorder
632,0.9333333333333333,Anti Eating Disorder
633,0.9333333333333333,Anti Eating Disorder
634,0.28571428571428575,Anti Eating Disorder
635,0.29787234042553196,Anti Eating Disorder
636,0.37037037037037035,Anti Eating Disorder
637,0.7499999999999999,Anti Eating Disorder
638,0.06451612903225806,Anti Eating Disorder
639,0.6024096385542169,Anti Eating Disorder
640,0.2727272727272727,Anti Eating Disorder
641,0.3076923076923077,Anti Eating Disorder
642,1.0,Anti Eating Disorder
643,0.375,Anti Eating Disorder
644,0.7142857142857143,Anti Eating Disorder
645,0.6153846153846154,Anti Eating Disorder
646,0.8421052631578948,Anti Eating Disorder
647,0.06338028169014084,Anti Eating Disorder
648,0.3076923076923077,Anti Eating Disorder
649,0.3333333333333333,Anti Eating Disorder
650,0.27450980392156865,Anti Eating Disorder
651,0.5454545454545454,Anti Eating Disorder
652,0.5172413793103449,Anti Eating Disorder
653,0.5263157894736842,Anti Eating Disorder
654,0.9333333333333333,Anti Eating Disorder
655,0.16666666666666666,Anti Eating Disorder
656,0.9333333333333333,Anti Eating Disorder
657,0.5,Anti Eating Disorder
658,1.0,Anti Eating Disorder
659,0.5217391304347825,Anti Eating Disorder
660,0.33333333333333337,Anti Eating Disorder
661,0.5714285714285715,Anti Eating Disorder
662,0.4210526315789473,Anti Eating Disorder
663,0.6666666666666666,Anti Eating Disorder
664,0.9333333333333333,Anti Eating Disorder
665,0.35294117647058826,Anti Eating Disorder
